^AthleteID^|^ActivityID^|^StartTime^|^TotalElapsedTime^|^TotalDistanceMeters^|^MaxSpeedMPH^|^MeasuredTime^|^Latitude^|^Longitude^|^AltitudeMeters^|^DistanceMeters^|^CurrentSpeedMPH^|^CurrentGrade^ 
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:02^|^47.699623^|^-122.095045^|^43.8^|^10194.1^|^4.0^|^8.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:04^|^47.69962^|^-122.095091^|^44.1^|^10197.5^|^4.0^|^8.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:06^|^47.699614^|^-122.095134^|^44.3^|^10200.8^|^3.8^|^8.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:08^|^47.699607^|^-122.095177^|^44.6^|^10204.2^|^3.8^|^8.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:10^|^47.699607^|^-122.095225^|^45.0^|^10207.8^|^3.8^|^9.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:12^|^47.699608^|^-122.095274^|^45.3^|^10211.4^|^4.0^|^9.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:14^|^47.699604^|^-122.095321^|^45.7^|^10215.0^|^4.0^|^9.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:16^|^47.6996^|^-122.095366^|^46.0^|^10218.4^|^4.0^|^10.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:18^|^47.699595^|^-122.095412^|^46.4^|^10221.9^|^4.0^|^10.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:20^|^47.699591^|^-122.09546^|^46.8^|^10225.5^|^4.0^|^10.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:22^|^47.699592^|^-122.095506^|^47.2^|^10229.0^|^4.0^|^8.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:24^|^47.699593^|^-122.095552^|^47.4^|^10232.4^|^4.0^|^7.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:26^|^47.699589^|^-122.095601^|^47.6^|^10236.1^|^4.0^|^6.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:28^|^47.699585^|^-122.09565^|^47.9^|^10239.9^|^4.0^|^7.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:30^|^47.699583^|^-122.095701^|^48.2^|^10243.7^|^4.3^|^8.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:32^|^47.699584^|^-122.095753^|^48.6^|^10247.6^|^4.3^|^8.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:34^|^47.699587^|^-122.095801^|^48.9^|^10251.2^|^4.3^|^8.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:36^|^47.699589^|^-122.095855^|^49.2^|^10255.3^|^4.3^|^6.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:38^|^47.699589^|^-122.095914^|^49.5^|^10259.7^|^4.5^|^5.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:40^|^47.699588^|^-122.095971^|^49.7^|^10263.9^|^4.7^|^5.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:42^|^47.699591^|^-122.096032^|^49.9^|^10268.6^|^4.9^|^4.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:44^|^47.6996^|^-122.096091^|^50.1^|^10273.0^|^4.9^|^4.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:46^|^47.699606^|^-122.096148^|^50.3^|^10277.4^|^5.1^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:48^|^47.699608^|^-122.096199^|^50.5^|^10281.3^|^4.7^|^5.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:50^|^47.699613^|^-122.096251^|^50.7^|^10285.2^|^4.5^|^5.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:52^|^47.699622^|^-122.096304^|^51.0^|^10289.3^|^4.5^|^5.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:54^|^47.699629^|^-122.096357^|^51.2^|^10293.4^|^4.5^|^5.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:56^|^47.699631^|^-122.096413^|^51.4^|^10297.5^|^4.5^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:24:58^|^47.699634^|^-122.096468^|^51.6^|^10301.7^|^4.7^|^4.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:00^|^47.699637^|^-122.096523^|^51.8^|^10305.8^|^4.7^|^4.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:02^|^47.699639^|^-122.096577^|^52.0^|^10309.9^|^4.7^|^3.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:04^|^47.699641^|^-122.096631^|^52.1^|^10314.0^|^4.5^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:06^|^47.69964^|^-122.096688^|^52.1^|^10318.2^|^4.7^|^1.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:08^|^47.699633^|^-122.096746^|^52.2^|^10322.7^|^4.7^|^1.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:10^|^47.699625^|^-122.096802^|^52.3^|^10327.0^|^4.9^|^1.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:12^|^47.699609^|^-122.096862^|^52.3^|^10331.7^|^5.1^|^1.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:14^|^47.699594^|^-122.096925^|^52.4^|^10336.8^|^5.1^|^0.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:16^|^47.699577^|^-122.096988^|^52.4^|^10341.9^|^5.6^|^0.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:18^|^47.699563^|^-122.097052^|^52.4^|^10347.0^|^5.6^|^0.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:20^|^47.699552^|^-122.097121^|^52.4^|^10352.3^|^5.8^|^0.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:22^|^47.699538^|^-122.097188^|^52.5^|^10357.5^|^5.8^|^0.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:24^|^47.699526^|^-122.097265^|^52.5^|^10363.5^|^6.3^|^1.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:25^|^47.699522^|^-122.09731^|^52.5^|^10366.9^|^6.5^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:26^|^47.69952^|^-122.097355^|^52.6^|^10370.2^|^6.7^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:27^|^47.699521^|^-122.097401^|^52.6^|^10373.7^|^7.2^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:28^|^47.69952^|^-122.097442^|^52.6^|^10376.8^|^7.2^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:29^|^47.699516^|^-122.097484^|^52.6^|^10380.0^|^7.4^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:30^|^47.699509^|^-122.09753^|^52.6^|^10383.5^|^7.4^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:31^|^47.699501^|^-122.097575^|^52.6^|^10387.1^|^7.6^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:32^|^47.69949^|^-122.097621^|^52.6^|^10390.7^|^7.6^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:33^|^47.699481^|^-122.097661^|^52.6^|^10393.8^|^7.6^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:34^|^47.699471^|^-122.0977^|^52.6^|^10397.0^|^7.6^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:35^|^47.699464^|^-122.097744^|^52.7^|^10400.3^|^7.6^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:36^|^47.699459^|^-122.097788^|^52.7^|^10403.7^|^7.4^|^0.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:37^|^47.699456^|^-122.097833^|^52.7^|^10407.1^|^7.4^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:38^|^47.699454^|^-122.097879^|^52.7^|^10410.6^|^7.6^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:39^|^47.699449^|^-122.097923^|^52.7^|^10413.9^|^7.6^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:40^|^47.69944^|^-122.097967^|^52.7^|^10417.4^|^7.6^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:41^|^47.699429^|^-122.098014^|^52.7^|^10421.1^|^7.8^|^0.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:42^|^47.69942^|^-122.098061^|^52.7^|^10424.7^|^7.8^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:43^|^47.699411^|^-122.09811^|^52.8^|^10428.6^|^8.1^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:44^|^47.6994^|^-122.098167^|^52.8^|^10433.0^|^8.5^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:45^|^47.699393^|^-122.098226^|^52.8^|^10437.5^|^8.9^|^0.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:46^|^47.699391^|^-122.098286^|^52.9^|^10442.0^|^9.4^|^1.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:47^|^47.699395^|^-122.098348^|^52.9^|^10446.7^|^9.8^|^1.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:48^|^47.699404^|^-122.098409^|^53.0^|^10451.4^|^10.3^|^1.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:49^|^47.699414^|^-122.098467^|^53.1^|^10455.8^|^10.3^|^2.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:50^|^47.699424^|^-122.098518^|^53.2^|^10459.9^|^10.1^|^2.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:51^|^47.699431^|^-122.09857^|^53.3^|^10463.8^|^9.8^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:52^|^47.699436^|^-122.098624^|^53.4^|^10467.9^|^9.4^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:53^|^47.69944^|^-122.098676^|^53.6^|^10471.8^|^9.2^|^3.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:54^|^47.699442^|^-122.098729^|^53.7^|^10475.9^|^8.9^|^3.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:55^|^47.699448^|^-122.098779^|^53.8^|^10479.7^|^8.9^|^3.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:56^|^47.699456^|^-122.09883^|^54.0^|^10483.6^|^8.9^|^4.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:57^|^47.699467^|^-122.098881^|^54.1^|^10487.6^|^8.7^|^4.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:25:58^|^47.699475^|^-122.098924^|^54.3^|^10491.0^|^8.5^|^3.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:00^|^47.699481^|^-122.098988^|^54.5^|^10495.8^|^7.2^|^3.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:02^|^47.699487^|^-122.099049^|^54.6^|^10500.5^|^5.8^|^3.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:04^|^47.6995^|^-122.099123^|^54.8^|^10506.2^|^5.6^|^3.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:06^|^47.69952^|^-122.099193^|^55.0^|^10511.9^|^6.0^|^3.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:08^|^47.699523^|^-122.09927^|^55.2^|^10517.7^|^6.5^|^3.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:09^|^47.699517^|^-122.099312^|^55.3^|^10520.9^|^6.5^|^4.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:10^|^47.699511^|^-122.099359^|^55.5^|^10524.5^|^6.7^|^5.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:11^|^47.699509^|^-122.099408^|^55.7^|^10528.1^|^7.2^|^5.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:12^|^47.699506^|^-122.099454^|^55.9^|^10531.6^|^7.4^|^3.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:13^|^47.699502^|^-122.099495^|^56.0^|^10534.7^|^7.6^|^2.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:14^|^47.699501^|^-122.09954^|^56.0^|^10538.1^|^7.6^|^2.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:15^|^47.699501^|^-122.09959^|^56.0^|^10541.8^|^7.8^|^4.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:16^|^47.699503^|^-122.09964^|^56.3^|^10545.6^|^7.8^|^6.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:17^|^47.699504^|^-122.099691^|^56.7^|^10549.5^|^8.1^|^8.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:18^|^47.699507^|^-122.099741^|^57.0^|^10553.2^|^8.3^|^8.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:19^|^47.699514^|^-122.099786^|^57.3^|^10556.7^|^8.3^|^9.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:20^|^47.699523^|^-122.099834^|^57.6^|^10560.5^|^8.3^|^10.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:21^|^47.699531^|^-122.099884^|^58.1^|^10564.3^|^8.3^|^11.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:22^|^47.699537^|^-122.099932^|^58.5^|^10567.9^|^8.3^|^12.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:23^|^47.699541^|^-122.099977^|^58.9^|^10571.3^|^8.1^|^9.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:24^|^47.699545^|^-122.100016^|^59.3^|^10574.3^|^7.8^|^8.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:26^|^47.699561^|^-122.100095^|^59.7^|^10580.5^|^7.2^|^9.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:27^|^47.699576^|^-122.100132^|^59.9^|^10583.8^|^7.2^|^9.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:28^|^47.699593^|^-122.100169^|^60.4^|^10587.0^|^6.9^|^12.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:29^|^47.699608^|^-122.100204^|^60.8^|^10590.2^|^7.2^|^13.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:31^|^47.69964^|^-122.100269^|^61.6^|^10596.2^|^6.9^|^13.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:33^|^47.699671^|^-122.100328^|^62.4^|^10601.9^|^6.7^|^13.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:35^|^47.699694^|^-122.100382^|^63.0^|^10606.6^|^6.0^|^14.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:37^|^47.699712^|^-122.100433^|^63.6^|^10611.0^|^5.6^|^14.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:39^|^47.69973^|^-122.100482^|^64.3^|^10615.2^|^4.9^|^14.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:41^|^47.699751^|^-122.100528^|^64.9^|^10619.3^|^4.7^|^14.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:43^|^47.699768^|^-122.100568^|^65.4^|^10622.8^|^4.5^|^13.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:45^|^47.699776^|^-122.100619^|^65.9^|^10626.8^|^4.3^|^13.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:47^|^47.699784^|^-122.100666^|^66.4^|^10630.4^|^4.3^|^13.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:49^|^47.6998^|^-122.100706^|^66.9^|^10634.0^|^4.3^|^13.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:52^|^47.699809^|^-122.100762^|^67.5^|^10638.3^|^3.6^|^13.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:55^|^47.69982^|^-122.100812^|^67.9^|^10642.2^|^3.1^|^12.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:26:58^|^47.699834^|^-122.100867^|^68.5^|^10646.6^|^3.1^|^11.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:00^|^47.699849^|^-122.100905^|^68.9^|^10650.0^|^3.6^|^12.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:02^|^47.699867^|^-122.100942^|^69.3^|^10653.4^|^3.6^|^12.6^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:04^|^47.69988^|^-122.100987^|^69.8^|^10657.0^|^3.8^|^12.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:06^|^47.69989^|^-122.101025^|^70.2^|^10660.1^|^3.8^|^12.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:08^|^47.6999^|^-122.101066^|^70.6^|^10663.4^|^3.8^|^13.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:10^|^47.699908^|^-122.101108^|^71.0^|^10666.6^|^3.6^|^12.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:12^|^47.699916^|^-122.101151^|^71.5^|^10669.9^|^3.6^|^13.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:14^|^47.699927^|^-122.101193^|^71.9^|^10673.3^|^3.6^|^13.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:16^|^47.699934^|^-122.101233^|^72.3^|^10676.5^|^3.6^|^13.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:19^|^47.699935^|^-122.101287^|^72.9^|^10680.5^|^3.1^|^13.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:22^|^47.699935^|^-122.10134^|^73.4^|^10684.5^|^2.9^|^13.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:25^|^47.699944^|^-122.101396^|^74.0^|^10688.8^|^3.1^|^12.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:28^|^47.699951^|^-122.101453^|^74.5^|^10693.1^|^3.1^|^12.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:31^|^47.699956^|^-122.101508^|^75.0^|^10697.3^|^3.1^|^11.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:33^|^47.699961^|^-122.101555^|^75.4^|^10700.8^|^3.4^|^11.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:35^|^47.699967^|^-122.101599^|^75.8^|^10704.2^|^3.6^|^11.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:37^|^47.699973^|^-122.101641^|^76.2^|^10707.5^|^3.8^|^10.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:39^|^47.699977^|^-122.101684^|^76.5^|^10710.7^|^3.8^|^10.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:41^|^47.699982^|^-122.101724^|^76.8^|^10713.8^|^3.6^|^10.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:44^|^47.699991^|^-122.101777^|^77.3^|^10717.9^|^3.1^|^9.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 11:27:47^|^47.7^|^-122.101829^|^77.7^|^10721.9^|^3.1^|^10.1^
