^AthleteID^|^ActivityID^|^StartTime^|^TotalElapsedTime^|^TotalDistanceMeters^|^MaxSpeedMPH^|^MeasuredTime^|^Latitude^|^Longitude^|^AltitudeMeters^|^DistanceMeters^|^CurrentSpeedMPH^|^CurrentGrade^ 
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:39^|^47.690695^|^-122.135404^|^8.6^|^43138.7^|^14.3^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:40^|^47.690732^|^-122.135468^|^8.6^|^43145.0^|^14.3^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:41^|^47.690771^|^-122.13553^|^8.6^|^43151.4^|^14.3^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:42^|^47.690812^|^-122.135589^|^8.5^|^43157.8^|^14.3^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:43^|^47.690856^|^-122.135645^|^8.5^|^43164.2^|^14.3^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:44^|^47.690901^|^-122.135698^|^8.5^|^43170.6^|^14.3^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:45^|^47.690946^|^-122.135748^|^8.5^|^43176.9^|^14.3^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:46^|^47.690993^|^-122.135795^|^8.5^|^43183.2^|^14.3^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:47^|^47.691041^|^-122.135841^|^8.5^|^43189.5^|^14.1^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:48^|^47.691088^|^-122.135884^|^8.5^|^43195.7^|^14.1^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:49^|^47.691137^|^-122.135926^|^8.5^|^43202.0^|^14.1^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:50^|^47.691186^|^-122.135968^|^8.6^|^43208.2^|^14.1^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:51^|^47.691236^|^-122.13601^|^8.7^|^43214.6^|^14.1^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:52^|^47.691286^|^-122.136052^|^8.8^|^43221.0^|^14.1^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:53^|^47.691337^|^-122.136093^|^8.8^|^43227.5^|^14.3^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:54^|^47.691387^|^-122.136135^|^8.9^|^43233.9^|^14.3^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:55^|^47.691437^|^-122.136176^|^8.9^|^43240.2^|^14.3^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:56^|^47.691489^|^-122.136213^|^8.9^|^43246.6^|^14.3^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:57^|^47.691538^|^-122.136248^|^8.9^|^43252.7^|^14.1^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:58^|^47.691588^|^-122.136289^|^9.0^|^43259.0^|^14.1^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:06:59^|^47.691634^|^-122.13633^|^9.0^|^43265.0^|^13.9^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:00^|^47.691682^|^-122.136369^|^9.0^|^43271.1^|^13.9^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:01^|^47.69173^|^-122.136414^|^8.9^|^43277.4^|^13.9^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:02^|^47.691778^|^-122.136456^|^8.9^|^43283.6^|^13.9^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:03^|^47.691826^|^-122.1365^|^8.9^|^43289.9^|^13.9^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:04^|^47.691878^|^-122.136541^|^8.9^|^43296.4^|^14.1^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:05^|^47.691931^|^-122.136586^|^8.9^|^43303.2^|^14.3^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:06^|^47.691984^|^-122.136633^|^8.9^|^43310.1^|^14.5^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:07^|^47.692034^|^-122.136679^|^8.9^|^43316.7^|^14.8^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:08^|^47.692083^|^-122.136719^|^8.9^|^43322.9^|^14.8^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:09^|^47.692137^|^-122.136759^|^8.9^|^43329.5^|^14.8^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:10^|^47.692193^|^-122.136801^|^8.9^|^43336.6^|^15.0^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:11^|^47.692248^|^-122.13684^|^8.9^|^43343.3^|^14.8^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:12^|^47.692298^|^-122.136887^|^8.8^|^43349.9^|^14.8^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:13^|^47.692345^|^-122.136937^|^8.8^|^43356.4^|^15.0^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:14^|^47.692395^|^-122.136983^|^8.8^|^43362.9^|^15.0^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:15^|^47.692448^|^-122.137046^|^8.8^|^43370.5^|^15.2^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:16^|^47.692492^|^-122.137095^|^8.8^|^43376.6^|^15.0^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:17^|^47.692542^|^-122.137143^|^8.8^|^43383.2^|^15.0^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:18^|^47.692588^|^-122.137202^|^8.7^|^43390.0^|^15.0^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:19^|^47.692631^|^-122.137251^|^8.7^|^43396.0^|^14.8^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:20^|^47.692674^|^-122.137316^|^8.7^|^43402.8^|^14.5^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:21^|^47.692715^|^-122.137376^|^8.7^|^43409.2^|^14.5^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:22^|^47.692758^|^-122.137416^|^8.6^|^43414.9^|^14.1^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:23^|^47.692789^|^-122.137468^|^8.6^|^43420.1^|^13.4^|^-0.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:24^|^47.692823^|^-122.137526^|^8.6^|^43425.8^|^13.4^|^-0.5^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:25^|^47.692863^|^-122.137571^|^8.6^|^43431.4^|^12.8^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:26^|^47.692901^|^-122.137621^|^8.5^|^43437.1^|^12.5^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:27^|^47.692944^|^-122.137674^|^8.5^|^43443.3^|^12.8^|^-0.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:28^|^47.692978^|^-122.137727^|^8.5^|^43448.8^|^12.8^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:29^|^47.693011^|^-122.137793^|^8.4^|^43454.9^|^13.0^|^-0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:30^|^47.69305^|^-122.137855^|^8.4^|^43461.3^|^13.4^|^-0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:31^|^47.693091^|^-122.137898^|^8.3^|^43466.9^|^13.4^|^-0.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:32^|^47.693131^|^-122.137949^|^8.3^|^43472.7^|^13.2^|^-0.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:33^|^47.693165^|^-122.138006^|^8.2^|^43478.4^|^13.2^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:34^|^47.693202^|^-122.138068^|^8.2^|^43484.7^|^13.4^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:35^|^47.693236^|^-122.138125^|^8.2^|^43490.4^|^13.0^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:36^|^47.693277^|^-122.138185^|^8.2^|^43496.8^|^13.4^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:37^|^47.693319^|^-122.138239^|^8.1^|^43502.9^|^13.4^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:38^|^47.693365^|^-122.138293^|^8.1^|^43509.5^|^13.9^|^-0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:39^|^47.69341^|^-122.138341^|^8.1^|^43515.7^|^13.9^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:40^|^47.693458^|^-122.138389^|^8.0^|^43522.1^|^14.1^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:41^|^47.693504^|^-122.138429^|^8.0^|^43528.0^|^13.9^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:42^|^47.693548^|^-122.138479^|^8.0^|^43534.2^|^14.1^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:43^|^47.693598^|^-122.138523^|^8.0^|^43540.6^|^13.9^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:44^|^47.693645^|^-122.138558^|^8.0^|^43546.5^|^13.9^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:45^|^47.693695^|^-122.138595^|^8.0^|^43552.7^|^13.6^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:46^|^47.693752^|^-122.138622^|^7.9^|^43559.3^|^14.1^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:47^|^47.693808^|^-122.138646^|^7.9^|^43565.8^|^14.1^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:48^|^47.693857^|^-122.138657^|^8.0^|^43571.4^|^13.9^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:49^|^47.693911^|^-122.13868^|^7.9^|^43577.6^|^13.9^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:50^|^47.69396^|^-122.138696^|^8.0^|^43583.2^|^13.6^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:51^|^47.694013^|^-122.138714^|^8.0^|^43589.2^|^13.4^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:52^|^47.694064^|^-122.138726^|^7.9^|^43595.0^|^13.0^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:53^|^47.694117^|^-122.138733^|^8.0^|^43600.9^|^13.2^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:54^|^47.69417^|^-122.138751^|^8.0^|^43606.9^|^13.2^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:55^|^47.694217^|^-122.138764^|^8.0^|^43612.2^|^13.0^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:56^|^47.694264^|^-122.138774^|^8.0^|^43617.5^|^12.8^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:57^|^47.694319^|^-122.13878^|^8.0^|^43623.7^|^12.8^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:58^|^47.694369^|^-122.138795^|^8.0^|^43629.3^|^12.8^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:07:59^|^47.694416^|^-122.138807^|^8.0^|^43634.6^|^12.3^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:00^|^47.694473^|^-122.138828^|^8.0^|^43641.2^|^13.0^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:01^|^47.694524^|^-122.138838^|^8.1^|^43646.9^|^13.2^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:02^|^47.694576^|^-122.138851^|^8.1^|^43652.8^|^13.0^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:03^|^47.694625^|^-122.138871^|^8.1^|^43658.4^|^13.0^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:04^|^47.694681^|^-122.138884^|^8.1^|^43664.7^|^13.4^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:05^|^47.694728^|^-122.1389^|^8.1^|^43670.1^|^13.0^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:06^|^47.694769^|^-122.138923^|^8.1^|^43675.0^|^12.5^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:07^|^47.694819^|^-122.138952^|^8.1^|^43681.0^|^12.5^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:08^|^47.694864^|^-122.138972^|^8.1^|^43686.2^|^12.5^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:09^|^47.694915^|^-122.138988^|^8.1^|^43691.9^|^12.1^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:10^|^47.694963^|^-122.139011^|^8.1^|^43697.6^|^12.3^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:11^|^47.695011^|^-122.139025^|^8.1^|^43703.0^|^12.5^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:12^|^47.695068^|^-122.139046^|^8.1^|^43709.5^|^12.8^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:13^|^47.69512^|^-122.139082^|^8.1^|^43715.9^|^13.2^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:14^|^47.695176^|^-122.139112^|^8.1^|^43722.5^|^13.6^|^0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:15^|^47.695234^|^-122.139148^|^8.2^|^43729.5^|^14.3^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:16^|^47.695284^|^-122.139178^|^8.2^|^43735.5^|^14.5^|^0.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:17^|^47.695335^|^-122.139223^|^8.1^|^43742.1^|^14.5^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:18^|^47.695374^|^-122.13927^|^8.1^|^43747.7^|^14.3^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:19^|^47.695426^|^-122.139318^|^8.1^|^43754.5^|^14.3^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:20^|^47.695471^|^-122.139374^|^8.1^|^43761.0^|^14.1^|^-0.4^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:21^|^47.695519^|^-122.139409^|^8.0^|^43767.0^|^14.1^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:22^|^47.695559^|^-122.139463^|^8.0^|^43773.0^|^13.9^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:23^|^47.695598^|^-122.139511^|^8.3^|^43778.7^|^13.9^|^2.1^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:24^|^47.695639^|^-122.139563^|^8.4^|^43784.7^|^13.4^|^2.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:25^|^47.695679^|^-122.139623^|^8.5^|^43791.0^|^13.4^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:26^|^47.695728^|^-122.139682^|^8.7^|^43798.1^|^13.9^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:27^|^47.695761^|^-122.139737^|^8.8^|^43803.6^|^13.6^|^2.0^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:28^|^47.695795^|^-122.139794^|^8.9^|^43809.3^|^13.6^|^1.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:29^|^47.695836^|^-122.139849^|^9.0^|^43815.4^|^13.6^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:30^|^47.695872^|^-122.1399^|^9.1^|^43821.0^|^13.4^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:31^|^47.695908^|^-122.139956^|^9.1^|^43826.7^|^12.8^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:32^|^47.695945^|^-122.140013^|^9.2^|^43832.7^|^13.0^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:33^|^47.695985^|^-122.140064^|^9.3^|^43838.6^|^13.2^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:34^|^47.696025^|^-122.140118^|^9.3^|^43844.6^|^13.0^|^0.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:35^|^47.696062^|^-122.140174^|^9.4^|^43850.5^|^13.2^|^0.9^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:36^|^47.696092^|^-122.14023^|^9.4^|^43855.9^|^13.0^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:37^|^47.696131^|^-122.140288^|^9.5^|^43862.0^|^13.2^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:38^|^47.696169^|^-122.140346^|^9.6^|^43868.1^|^13.2^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:39^|^47.696206^|^-122.140407^|^9.6^|^43874.2^|^13.2^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:40^|^47.696242^|^-122.140465^|^9.7^|^43880.1^|^13.2^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:41^|^47.696278^|^-122.140522^|^9.8^|^43886.0^|^13.4^|^1.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:42^|^47.696312^|^-122.140581^|^9.9^|^43891.8^|^13.4^|^1.7^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:43^|^47.696348^|^-122.140632^|^10.0^|^43897.4^|^13.2^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:44^|^47.696388^|^-122.140682^|^10.1^|^43903.1^|^13.0^|^1.3^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:45^|^47.696423^|^-122.140738^|^10.1^|^43908.9^|^13.0^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:46^|^47.696462^|^-122.140793^|^10.2^|^43914.9^|^13.0^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:47^|^47.696503^|^-122.140851^|^10.2^|^43921.2^|^13.2^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:48^|^47.69654^|^-122.140913^|^10.3^|^43927.4^|^13.4^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:49^|^47.696575^|^-122.140977^|^10.3^|^43933.6^|^13.6^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:50^|^47.696612^|^-122.141034^|^10.4^|^43939.5^|^13.6^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:51^|^47.696654^|^-122.14109^|^10.5^|^43945.8^|^13.9^|^1.2^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:52^|^47.696694^|^-122.141149^|^10.5^|^43952.1^|^13.9^|^0.8^
^750228^|^839792480^|^2017-01-21 10:48:23^|^3:35:02^|^48615.1^|^33.3^|^2017-01-21 14:08:53^|^47.696733^|^-122.141202^|^10.6^|^43958.0^|^13.6^|^0.8^
